"Qualification","Experience","Rating","Place","Profile","Fees"
"BDS",4,95,"Rajouri Garden, Delhi","Dentist",250
"MBBS, DNB - General Medicine, FNB - Critical Care Medicine, European Diploma in Intensive Care Medicine (EDIC)",16,100,"Madhapur, Hyderabad","General Medicine",550
"MBBS, Diploma in Anesthesiology, Diploma in Hospital Management",22,100,"Nand Nagri, Delhi","General Medicine",300
"MBBS, DNB - Otorhinolaryngology, Fellowship in Head & Neck Oncology Surgery",13,95,"Patparganj, Delhi","ENT Specialist",800
"BAMS",10,95,"Kandivali, Mumbai","Ayurveda",300
"MS - Psychology, MD - Homeopathy, BHMS",17,95,"Kothaguda, Hyderabad","Homeopath",450
"BDS, MDS - Oral & Maxillofacial Surgery",26,94,"Secunderabad, Hyderabad","Dentist",550
"MBBS, MS - ENT",35,67,"CR Park, Delhi","ENT Specialist",800
"MBBS",43,95,"Santacruz East, Mumbai","General Medicine",200
"BDS, MDS - Paedodontics And Preventive Dentistry, Certificate of Oral Implantology",19,98,"Koramangala, Bangalore","Dentist",300
"BAMS",17,95,"Mazgaon, Mumbai","Ayurveda",100
"BHMS",11,95,"Old Rajendra Nagar, Delhi","Homeopath",300
"MBBS, MRCP (UK), FRCP, CCST - Internal Medicine, CCST - Diabetes & Endocrinology",23,95,"Old Airport Road, Bangalore","General Medicine",750
"BHMS",0,95,"Madanpura, Mumbai","Homeopath",200
"BDS",17,95,"Peelamedu, Coimbatore","Dentist",100
"BHMS",20,95,"Attapur, Hyderabad","Homeopath",300
"BAMS",35,95,"Malad West, Mumbai","Ayurveda",100
"MBBS",35,95,"Kandivali East, Mumbai","General Medicine",300
"BDS",17,86,"Indiranagar, Bangalore","Dentist",300
"MBBS, DNB - Otorhinolaryngology",7,95,"Bellandur, Bangalore","ENT Specialist",500
"M.D. (E.H)",4,95,"Kaggadasapura, Bangalore","Homeopath",200
"MBBS, MD - General Medicine",40,91,"Rajouri Garden, Delhi","General Medicine",500
"BDS",11,95,"Kirti Nagar, Delhi","Dentist",250
"MBBS, MS - General Surgery",9,99,"Thiruvanmiyur, Chennai","General Medicine",200
"BAMS",18,95,"Ghatkopar West, Mumbai","Ayurveda",50
"BDS, Fellow of Academy of General Education (FAGE), Advanced Certificate Course in Aesthetic Dentistry",15,99,"Singasandra, Bangalore","Dentist",100
"BHMS",24,95,"Dwarka, Delhi","Homeopath",400
"BDS",5,95,"Khar West, Mumbai","Dentist",200
"BDS",12,95,"IP Extension, Delhi","Dentist",250
"DDVL",6,95,"Jubilee Hills, Hyderabad","Dermatologists",400
"BDS, MDS - Paedodontics And Preventive Dentistry",25,98,"Padmarao Nagar, Hyderabad","Dentist",300
"MBBS, MS - ENT, DNB - ENT, Diploma in Otorhinolaryngology (DLO)",37,98,"Vasant Vihar, Delhi","ENT Specialist",100
"MBBS",23,96,"Pappanaickenpalayam, Coimbatore","General Medicine",250
"BHMS, CGO, Certificate in Child Health (CCH)",18,95,"Bhayandar West, Mumbai","Homeopath",250
"MS - Ayurveda, BAMS",14,95,"Jayanagar 9 Block, Bangalore","Ayurveda",200
"B.Sc, BAMS",39,95,"Old City, Hyderabad","Ayurveda",50
"MBBS, MD - General Medicine",38,67,"Begur, Bangalore","General Medicine",350
"BDS, MDS - Oral & Maxillofacial Surgery, Fellowship in Oral implantlogy",17,97,"Malleswaram, Bangalore","Dentist",400
"MD - Homeopathy",30,95,"Laxmi Nagar, Delhi","Homeopath",100
"BDS, MDS - Preventive & Community Dentistry",15,100,"Kondapur, Hyderabad","Dentist",200
"MBBS, MS - ENT",11,93,"Miyapur, Hyderabad","ENT Specialist",300
"MDS - Prosthodontics, BDS",14,100,"Hegde Nagar, Bangalore","Dentist",250
"MBBS, DDV, MD - Dermatology",25,95,"Adyar, Chennai","Dermatologists",500
"MBBS, MS - ENT",18,95,"Ramamurthy Nagar, Bangalore","ENT Specialist",450
"MBBS",3,95,"Pattom, Thiruvananthapuram","General Medicine",350
"MBBS, MD - Dermatology , Venereology & Leprosy",37,95,"Domalguda, Hyderabad","Dermatologists",150
"MD - General Medicine, MBBS",23,95,"Dahisar East, Mumbai","General Medicine",600
"MBBS, DDVL",8,98,"Madhapur, Hyderabad","Dermatologists",450
"BHMS, MD - Homeopathy",18,98,"Madhapur, Hyderabad","Homeopath",100
"MBBS, Diploma in Otorhinolaryngology (DLO)",28,95,"Peelamedu, Coimbatore","General Medicine",250
"MD - Dermatology , Venereology & Leprosy",7,98,"Saibaba Colony, Coimbatore","Dermatologists",200
"MD - Dermatology , Venereology & Leprosy, MBBS",7,100,"Vileparle West, Mumbai","Dermatologists",800
"BAMS",11,95,"Mumbai Central, Mumbai","Ayurveda",100
"MBBS, MD - Skin,VD & Leprosy",5,100,"Karol Bagh, Delhi","Dermatologists",500
"MBBS, MD - General Medicine",36,95,"Alwarthirunagar, Chennai","General Medicine",100
"MBBS, MD - Dermatology , Venereology & Leprosy",13,93,"Kondapur, Hyderabad","Dermatologists",500
"MBBS, DDVL",15,90,"Powai, Mumbai","Dermatologists",700
"BAMS, MS - Ayurveda",8,95,"Malleswaram, Bangalore","Ayurveda",250
"MBBS",2,100,"Vasanthnagar, Bangalore","General Medicine",100
"MS - ENT, MBBS",23,95,"Kurla West, Mumbai","ENT Specialist",500
"MDS - Paedodontics And Preventive Dentistry, BDS",12,95,"Bellandur, Bangalore","Dentist",200
"MDS - Paedodontics And Preventive Dentistry, BDS",21,96,"Mathikere - BEL, Bangalore","Dentist",200
"DHMS (Diploma in Homeopathic Medicine and Surgery), BHMS, Diploma in Homoeopathy and Biochemistry, MA",19,95,"Moti Nagar, Delhi","Homeopath",700
"BHMS",19,100,"Kengeri, Bangalore","Homeopath",100
"BAMS",7,95,"Kapashera, Delhi","Ayurveda",200
"MBBS, MD - Dermatology",32,95,"August Kranti Marg, Delhi","Dermatologists",100
"MBBS",21,95,"Vanasthalipuram, Hyderabad","General Medicine",150
"BDS, MDS - Oral & Maxillofacial Surgery",3,95,"Old Rajendra Nagar, Delhi","Dentist",200
"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Hair Restoration Surgery",12,99,"R.S. Puram, Coimbatore","Dermatologists",250
"DDVL, MBBS",9,95,"Krishna Nagar, Hyderabad","Dermatologists",400
"BAMS",19,95,"Bhayandar East, Mumbai","Ayurveda",60
"BHMS, MD - Homeopathy",27,95,"Kandivali West, Mumbai","Homeopath",100
"MD - General Medicine, Post Graduate Diploma in Diabetology (PGDD), MBBS",18,81,"Yeshwanthpur, Bangalore","General Medicine",400
"BEMS",3,95,"Manikonda, Hyderabad","Homeopath",200
"MBBS",34,95,"Lal baug, Mumbai","General Medicine",500
"MD - Dermatology , Venereology & Leprosy, MBBS",6,97,"BTM Layout 2nd Stage, Bangalore","Dermatologists",350
"MD - Dermatology, MBBS, DNB - Dermatology & Venereology",6,100,"Najafgarh, Delhi","Dermatologists",100
"BAMS, MD - Ayurveda Medicine",12,95,"Vanasthalipuram, Hyderabad","Ayurveda",100
"BHMS",7,95,"Sadashivanagar, Bangalore","Homeopath",100
"MBBS, DDV",26,84,"Jayanagar 4 Block, Bangalore","Dermatologists",400
"MS - ENT, MBBS",18,95,"Kothaguda, Hyderabad","ENT Specialist",500
"MBBS, MS - ENT",11,97,"Chattarpur, Delhi","ENT Specialist",700
"MS - Otorhinolaryngology, MBBS, FICS",45,93,"Mahim, Mumbai","ENT Specialist",100
"BDS",15,100,"Elamakkara, Ernakulam","Dentist",100
"MBBS, MS - Otorhinolaryngology, Fellowship In Pediatric Otolaryngology",14,98,"Dilsukhnagar, Hyderabad","ENT Specialist",250
"BHMS, MD - Homeopathy",28,95,"Basaveshwaranagar, Bangalore","Homeopath",100
"BAMS",24,95,"Rohini, Delhi","Ayurveda",150
"BHMS, MD - Homeopathy, Master of Hospital Administration",14,96,"Indiranagar, Bangalore","Homeopath",500
"MBBS, Diploma in Otorhinolaryngology (DLO)",13,95,"Janak Puri, Delhi","ENT Specialist",500
"MBBS, MD - Dermatology",11,95,"Kilpauk, Chennai","Dermatologists",100
"MDS - Prosthodontics",12,99,"Shaikpet, Hyderabad","Dentist",300
"BDS",5,95,"Perumathura, Thiruvananthapuram","Dentist",100
"BHMS",8,95,"Molarband, Delhi","Homeopath",300
"BDS",29,97,"Mulund West, Mumbai","Dentist",200
"MDS - Conservative Dentistry & Endodontics, BDS",31,99,"Koramangala, Bangalore","Dentist",200
"BDS",2,95,"Bhayandar West, Mumbai","Dentist",100
"MDS - Conservative Dentistry & Endodontics, BDS",9,95,"Marathahalli, Bangalore","Dentist",100
"BDS",11,98,"Alaknanda, Delhi","Dentist",200
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - Otorhinolaryngology",17,95,"Andheri West, Mumbai","ENT Specialist",100
"MBBS, MD - General Medicine",6,95,"Barkatpura, Hyderabad","General Medicine",200
"BDS",14,97,"Jeevanbhimanagar, Bangalore","Dentist",300
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",8,91,"Piravom, Ernakulam","Dentist",200
"MBBS, PG in Diabetology, Fellowship in Diabetology(The University of Liverpool, UK)",10,95,"Ghatkopar West, Mumbai","General Medicine",500
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",11,99,"Moti Nagar, Delhi","Dermatologists",400
"MBBS, MS - ENT",20,95,"Nallakunta, Hyderabad","ENT Specialist",250
"BDS",9,95,"Khetwadi, Mumbai","Dentist",300
"BDS, MDS- Oral Pathology",14,98,"Manikonda, Hyderabad","Dentist",200
"MBBS, MD - General Medicine",29,95,"Neeti Bagh, Delhi","General Medicine",100
"MBBS, MD - General Medicine, DPM (Psychiatry), Diploma in Industrial Hygiene",27,100,"Velachery, Chennai","General Medicine",500
"BHMS",3,95,"Kishanbagh, Hyderabad","Homeopath",300
"BDS, Diploma in Educational Psychology",30,100,"Powai, Mumbai","Dentist",200
"BHMS, MD - Homeopathy, Certificate in Food and Nutrition",12,86,"Malleswaram, Bangalore","Homeopath",100
"MBBS, Diploma in Clinical Dermatology (UK)",10,99,"Whitefield, Bangalore","General Medicine",400
"BHMS",4,95,"Marathahalli, Bangalore","Homeopath",350
"MBBS, MD - General Medicine",34,95,"Alwarpet, Chennai","General Medicine",600
"MBBS, MS - ENT",25,97,"Anna Nagar, Chennai","ENT Specialist",500
"MBBS, F.S.R.H",40,95,"Basaveshwaranagar, Bangalore","General Medicine",300
"MBBS, MD - Dermatology, DDVL",14,96,"Poonamalle, Chennai","Dermatologists",450
"MBBS, DDVL",13,93,"Vijaynagar Colony, Hyderabad","Dermatologists",300
"BDS, Fellowship in Oral implantlogy",12,98,"Shantinagar, Bangalore","Dentist",150
"MBBS, MD - General Medicine, FCPS - Medicine",27,83,"Chembur East, Mumbai","General Medicine",800
"DDV, MBBS",31,90,"Malad West, Mumbai","Dermatologists",100
"DDVL, MBBS",9,93,"KPHB, Hyderabad","Dermatologists",300
"MBBS, DNB - Nephrology, MD - Nephrology",19,100,"Banaswadi, Bangalore","General Medicine",500
"BAMS, MS - General Surgery",6,95,"Porur, Chennai","Ayurveda",500
"MBBS, Diploma in Dermatology",22,95,"Malakpet, Hyderabad","Dermatologists",500
"MBBS, MS - General Surgery, MCh - Surgical Oncology",24,95,"Teynampet, Chennai","General Medicine",800
"BAMS",18,95,"Borivali East, Mumbai","Ayurveda",60
"BDS",17,96,"Saibaba Colony, Coimbatore","Dentist",100
"BHMS, MD - Alternate Medicine",14,95,"Velachery, Chennai","Homeopath",200
"MBBS, MS - ENT, DNB - ENT, Diploma in Otorhinolaryngology (DLO), MAMS",35,91,"Anna Nagar, Chennai","ENT Specialist",650
"MS - Ayurveda, Diploma in Gynaecology & Obstetrics, Diploma in Aesthetic Medicine",29,88,"Rajouri Garden, Delhi","Ayurveda",500
"MD - General Medicine, MBBS",12,81,"Nagarbhavi, Bangalore","General Medicine",300
"MBBS",25,82,"Saket, Delhi","General Medicine",100
"MBBS, MD - General Medicine",30,95,"Kandivali West, Mumbai","General Medicine",500
"MBBS, MD - Dermatology, DNB",0,95,"Dwarka, Delhi","Dermatologists",500
"MDS - Orthodontics, Basic Life Support (BLS), BDS",7,95,"Kazhakuttam, Thiruvananthapuram","Dentist",150
"BDS, Post Graduate Certificate in Endodontics (PGCE)",11,95,"Madangir, Delhi","Dentist",200
"MD - Dermatology, MBBS",9,75,"Malviya Nagar, Delhi","Dermatologists",800
"BDS, MDS - Pedodontics",10,99,"Ambattur, Chennai","Dentist",100
"BDS, MDS - Orthodontics",17,100,"Tambaram East, Chennai","Dentist",100
"MBBS, MD - Dermatology, Fellow of the American Academy of Dermatology (FAAD)",13,98,"Vijayanagar, Bangalore","Dermatologists",500
"BHMS",8,95,"Anna Nagar, Chennai","Homeopath",200
"MBBS, MS - ENT",16,95,"Hebbal, Bangalore","ENT Specialist",200
"Get inspired by remarkable stories of people like you",0,95,"","Dermatologists",100
"MDS - Periodontology and Oral Implantology, BDS",24,92,"Moti Nagar, Hyderabad","Dentist",100
"BHMS",22,93,"Bhandup West, Mumbai","Homeopath",100
"BHMS, MD - Homeopathy",12,95,"Greater Kailash Part 2, Delhi","Homeopath",500
"BHMS",11,95,"Pitampura, Delhi","Homeopath",600
"BHMS, Certificate Course in Advanced Homoeopathy (C.C.A.H)",5,95,"Janak Puri, Delhi","Homeopath",450
"MBBS, DDV, DNB - Dermatology & Venereology",22,86,"Jayanagar 9 Block, Bangalore","Dermatologists",500
"BAMS, MD - Ayurveda Medicine",13,100,"Malleswaram, Bangalore","Ayurveda",250
"MDS - Prosthodontics, BDS",10,98,"Dadar East, Mumbai","Dentist",100
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",8,95,"Ganapathy, Coimbatore","General Medicine",100
"MD - Ayurveda Medicine, BAMS",7,95,"Poojapura, Thiruvananthapuram","Ayurveda",300
"MBBS, MRCPCH (UK)",33,95,"Patparganj, Delhi","General Medicine",800
"MBBS, DVD",21,93,"Dwarka, Delhi","Dermatologists",500
"MBBS, DGO",43,95,"Jayanagar 4 Block, Bangalore","General Medicine",300
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology, FCPS - Dermatology, Venereology & Leprosy",16,97,"Bandra West, Mumbai","Dermatologists",100
"MS - Otorhinolaryngology, MBBS",12,92,"Dwarka, Delhi","ENT Specialist",450
"BAMS",25,95,"Worli, Mumbai","Ayurveda",100
"BDS, MBBS",31,95,"R.S. Puram, Coimbatore","Dentist",200
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics, MDS - Oral & Maxillofacial Surgery",14,96,"BTM Layout 1st Stage, Bangalore","Dentist",200
"BAMS, MD - Ayurveda Medicine",16,95,"Vidyaranyapura, Bangalore","Ayurveda",150
"MBBS, MD - Dermatology, DVD",32,95,"Grant Road, Mumbai","Dermatologists",100
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",23,75,"Kammana Halli, Bangalore","ENT Specialist",350
"BDS, MDS - Prosthodontist & Oral Implantologist, FICOI",11,99,"Bandra West, Mumbai","Dentist",100
"MBBS, MD - General Medicine",18,97,"JP Nagar 7 Phase, Bangalore","General Medicine",350
"BHMS",19,95,"Banjara Hills, Hyderabad","Homeopath",100
"BHMS",19,95,"Ulsoor, Bangalore","Homeopath",250
"MBBS",0,95,"Rathinapuri, Coimbatore","General Medicine",100
"MBBS, MS - ENT",38,48,"Model Town 1, Delhi","ENT Specialist",800
"BHMS",18,95,"Janak Puri, Delhi","Homeopath",400
"MBBS, DDVL",10,95,"Pollachi, Coimbatore","Dermatologists",150
"MBBS",37,95,"Bhayandar East, Mumbai","General Medicine",200
"BHMS, MD - Homeopathy",23,95,"Pandav Nagar, Delhi","Homeopath",300
"MBBS",42,83,"Kondapur, Hyderabad","General Medicine",200
"BDS",5,95,"Koothattukulam, Ernakulam","Dentist",100
"BHMS",2,95,"Manali, Chennai","Homeopath",150
"BHMS, MD - Homeopathy",24,96,"Aluva, Ernakulam","Homeopath",300
"MBBS, MS - ENT",10,95,"Anand Lok, Delhi","ENT Specialist",800
"BDS",7,100,"KR Puram, Bangalore","Dentist",100
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",22,90,"Lal baug, Mumbai","ENT Specialist",800
"BHMS",14,95,"South Extension 1, Delhi","Homeopath",450
"MD - Homeopathy, BHMS",12,95,"Powai, Mumbai","Homeopath",800
"BDS",8,100,"Pappanaickenpalayam West, Coimbatore","Dentist",200
"BHMS",5,100,"HSR Layout, Bangalore","Homeopath",100
"BAMS",6,95,"Banjara Hills, Hyderabad","Ayurveda",200
"MBBS, MD - Dermatology",9,90,"Sholinganallur, Chennai","Dermatologists",200
"MBBS, Diploma in Otorhinolaryngology (DLO)",48,60,"Chromepet, Chennai","General Medicine",150
"MBBS, MD - Internal Medicine",27,95,"West Marredpally, Hyderabad","General Medicine",300
"BHMS, MBA (HCS)",10,92,"Subzi Mandi, Delhi","Homeopath",350
"MBBS, MD - Dermatology , Venereology & Leprosy, FRGUHS",14,95,"RT Nagar, Bangalore","Dermatologists",300
"BDS",13,99,"HSR Layout, Bangalore","Dentist",400
"MDS - Prosthodontist And Crown Bridge, BDS",11,100,"Tambaram, Chennai","Dentist",100
"MDS - Paedodontics And Preventive Dentistry, BDS",10,100,"JB Nagar, Mumbai","Dentist",300
"BAMS",16,95,"Ghatkopar West, Mumbai","Ayurveda",500
"BHMS, MD - Homeopathy",12,95,"Sion, Mumbai","Homeopath",450
"BHMS",4,95,"Kakkanad, Ernakulam","Homeopath",150
"BDS",5,95,"Bellandur, Bangalore","Dentist",100
"BAMS",5,95,"Perurkada, Thiruvananthapuram","Ayurveda",100
"MBBS, MD - General Medicine, FCCM",17,95,"Mira Road, Mumbai","General Medicine",400
"BHMS",6,95,"Vileparle East, Mumbai","Homeopath",400
"MBBS, Diploma in Child Health (DCH)",19,95,"Kavundampalayam, Coimbatore","General Medicine",150
"MBBS",46,95,"Andheri West, Mumbai","General Medicine",100
"BHMS, MD - Medicine",14,95,"Green Park, Delhi","Homeopath",500
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",16,100,"Prabhadevi, Mumbai","Dentist",500
"BHMS, MD - Homeo Organon",6,95,"Nagole, Hyderabad","Homeopath",250
"BHMS",6,95,"Marathahalli, Bangalore","Homeopath",100
"MBBS, MS - ENT",14,95,"Millers Road, Bangalore","ENT Specialist",700
"BDS, Fellow of Academy of General Education (FAGE), MDS",9,98,"Marathahalli, Bangalore","Dentist",200
"BAMS",10,95,"Kukatpally, Hyderabad","Ayurveda",250
"BDS, MFGDP - Membership of the Faculty of General Dental Practitioners, Membership of the Faculty of Dental Surgeons(MFDS)",26,95,"Pattom, Thiruvananthapuram","Dentist",100
"BHMS",7,95,"Hari Nagar, Delhi","Homeopath",300
"BDS, MDS - Prosthodontist And Crown Bridge",20,98,"Kundalahalli, Bangalore","Dentist",100
"BAMS, MD - Alternate Medicine, MS - Ayurveda",21,85,"Banjara Hills, Hyderabad","Ayurveda",500
"BDS",24,95,"Saravanampatti, Coimbatore","Dentist",100
"BDS, MDS - Prosthodontist And Crown Bridge",9,99,"Chintal, Hyderabad","Dentist",200
"MBBS, DGO",17,95,"KPHB, Hyderabad","General Medicine",150
"MBBS, MD - General Medicine",39,95,"TVM Pettah, Thiruvananthapuram","General Medicine",200
"MDS - Periodontics",21,93,"Whitefield, Bangalore","Dentist",200
"BAMS",20,95,"Grant Road, Mumbai","Ayurveda",100
"BHMS",0,95,"Model Town, Delhi","Homeopath",200
"BDS, Certificate in Dental Implants, Certificate of Oral Implantology, Certification in Aesthetic Dentistry",9,99,"Goregaon East, Mumbai","Dentist",300
"MDS - Orthodontics, Invisalign Training Course, BDS",15,98,"Koramangala, Bangalore","Dentist",300
"MBBS, MS - General Surgery, MCh - Urology",56,95,"R.S. Puram, Coimbatore","General Medicine",200
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",19,98,"Shalimar Bagh, Delhi","ENT Specialist",800
"MBBS, MS - ENT, MCh - Head and Neck Oncology",21,95,"Manapakkam, Chennai","ENT Specialist",600
"BDS, Certificate in Dental Implants, Certification in Laser Dentistry",23,99,"Tambaram East, Chennai","Dentist",100
"MBBS, MD - Dermatology , Venereology & Leprosy",6,95,"Lajpat Nagar, Delhi","Dermatologists",800
"MBBS, DDVL, DNB - Dermatology & Venereology",18,98,"Vileparle West, Mumbai","Dermatologists",500
"BHMS",3,95,"Malad West, Mumbai","Homeopath",750
"MBBS, DDVL",21,95,"Vijayanagar, Bangalore","Dermatologists",200
"MD - Pulmonary Medicine, MD - General Medicine, DNB - Respiratory Diseases, Diploma in Tuberculosis and Chest Diseases (DTCD), MBBS",42,96,"Vasant Kunj, Delhi","General Medicine",100
"BAMS",9,95,"JP Nagar 2 Phase, Bangalore","Ayurveda",100
"BHMS, Fellowship in Applied Nutrition(FAN)",16,95,"Vileparle East, Mumbai","Homeopath",600
"DNB - Dermatology & Venereology, MBBS, DDV, DDVL",19,95,"Mulund West, Mumbai","Dermatologists",500
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",9,100,"Kilpauk, Chennai","Dentist",100
"BDS, MDS - Oral & Maxillofacial Surgery, Certificate of Oral Implantology, Post-Graduate Certificate in Oral Implantology (PGCOI)",10,100,"Janak Puri, Delhi","Dentist",300
"MBBS, MD - Dermatology",12,98,"Marathahalli, Bangalore","Dermatologists",400
"BAMS",6,100,"Bommanahalli, Bangalore","Ayurveda",300
"BDS",17,100,"Banjara Hills, Hyderabad","Dentist",200
"MBBS, MD - Dermatology, DNB, DDVL",10,95,"Kandivali East, Mumbai","Dermatologists",500
"MBBS, MD - Medicine",13,95,"Sheikh Sarai, Delhi","General Medicine",100
"MBBS",38,95,"Nanganallur, Chennai","General Medicine",100
"BHMS",14,100,"Banashankari 1st Stage, Bangalore","Homeopath",500
"BIMS",38,95,"Jangpura, Delhi","Ayurveda",500
"MBBS, DNB - General Medicine",13,95,"Kanakpura Road, Bangalore","General Medicine",350
"BDS, MDS",21,97,"Lajpat Nagar, Delhi","Dentist",500
"MBBS, DLO, MS - Otorhinolaryngology, DNB - ENT",20,95,"Changampuzha Nagar, Ernakulam","ENT Specialist",250
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",13,97,"Koramangala, Bangalore","ENT Specialist",400
"MBBS, MD - Medicine",36,91,"Pitampura, Delhi","General Medicine",500
"MD - General Medicine, BHMS",19,95,"Puzhal, Chennai","Homeopath",500
"BHMS, MD - Homeopathy",6,95,"T Nagar, Chennai","Homeopath",300
"BDS, MDS - Periodontology and Oral Implantology",16,95,"Perurkada, Thiruvananthapuram","Dentist",200
"BDS, MDS",12,100,"Shaikpet, Hyderabad","Dentist",300
"BHMS",7,95,"Lajpat Nagar, Delhi","Homeopath",200
"BHMS",5,94,"Marathahalli, Bangalore","Homeopath",500
"MBBS, DDVL",6,95,"Pragathi Nagar, Hyderabad","Dermatologists",300
"MBBS, MD - Dermatology , Venereology & Leprosy",11,95,"HSR Layout, Bangalore","Dermatologists",500
"MBBS, MD - General Medicine",38,95,"Vanchiyur, Thiruvananthapuram","General Medicine",200
